id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
2608,generated_health,time_symptom,thu_ba co bi dau_chan,Thứ ba cô bị đau chân.,medium,synthetic_template_v4,train
2609,generated_mix,time_activity,bay_gio con_gai dang ngu,Bây giờ con gái đang ngủ.,medium,synthetic_template_v4,train
2610,description,object_adj,dien_thoai moi,Điện thoại mới.,simple,synthetic_template_v4,train
2611,generated_health,time_symptom,hom_nay ba bi ho,Hôm nay bà bị ho.,medium,synthetic_template_v4,train
2612,generated_mix,time_activity,ngay con_trai dang giat_do,Ngày con trai đang giặt đồ.,medium,synthetic_template_v4,train
2613,generated_mix,place,chung_toi di sieu_thi,Chúng tôi đi siêu thị.,simple,synthetic_template_v4,train
2614,time_activity,time_doing,chu_nhat me lam_bai_tap,Chủ nhật mẹ làm bài tập.,medium,synthetic_template_v4,train
2615,location,go_to_place,em di cong_vien,Em đi công viên.,simple,synthetic_template_v4,train
2616,quantity,need_quantity,bo can hai_muoi ban_phim,Bố cần hai mươi bàn phím.,medium,synthetic_template_v4,train
2617,generated_mix,want_need_like,co_giao thich dong_ho,Cô giáo thích đồng hồ.,simple,synthetic_template_v4,train
2618,generated_mix,time_activity,thu_hai anh dang nghe,Thứ hai anh đang nghe.,medium,synthetic_template_v4,train
2619,object_action,lost_object,toi mat sach,Tôi mất sách.,medium,synthetic_template_v4,train
2620,time_activity,time_doing,thu_bay co noi,Thứ bảy cô nói.,medium,synthetic_template_v4,train
2621,quantity,want_quantity,toi muon tam may_tinh,Tôi muốn tám máy tính.,medium,synthetic_template_v4,train
2622,generated_health,time_symptom,buoi_toi chung_toi bi dau_hong,Buổi tối chúng tôi bị đau họng.,medium,synthetic_template_v4,train
2623,time_activity,time_doing,mua_dong me di_hoc,Mùa đông mẹ đi học.,medium,synthetic_template_v4,train
2624,generated_mix,time_activity,nam chung_toi dang di_hoc,Năm chúng tôi đang đi học.,medium,synthetic_template_v4,train
2625,generated_mix,place,thay_giao den phong_kham,Thầy giáo đến phòng khám.,simple,synthetic_template_v4,train
2626,generated_health,time_symptom,thang nguoi_khiem_thinh bi dau,Tháng người khiếm thính bị đau.,medium,synthetic_template_v4,train
2627,generated_mix,time_activity,hom_qua me dang noi,Hôm qua mẹ đang nói.,medium,synthetic_template_v4,train
2628,complex_need,want_food_place,anh muon nuoc_cam o benh_vien,Anh muốn nước cam ở bệnh viện.,complex,synthetic_template_v4,train
2629,generated_health,time_symptom,thu_bay ban bi dau_bung,Thứ bảy bạn bị đau bụng.,medium,synthetic_template_v4,train
2630,time_activity,time_doing,hom_nay em lam_bai_tap,Hôm nay em làm bài tập.,medium,synthetic_template_v4,train
2631,generated_mix,time_activity,buoi_chieu co dang mua_sam,Buổi chiều cô đang mua sắm.,medium,synthetic_template_v4,train
2632,generated_health,time_symptom,toi_nay con_trai bi dau_lung,Tối nay con trai bị đau lưng.,medium,synthetic_template_v4,train
2633,generated_mix,time_activity,nam ong dang uong,Năm ông đang uống.,medium,synthetic_template_v4,train
2634,generated_question,question,chung_toi can sua khong,Chúng tôi có cần sữa không?,medium,synthetic_template_v4,train
2635,quantity,need_quantity,me can tam den,Mẹ cần tám đèn.,medium,synthetic_template_v4,train
2636,generated_mix,time_activity,thu_hai toi dang mua_sam,Thứ hai tôi đang mua sắm.,medium,synthetic_template_v4,train
2637,negation,not_do,em khong viet,Em không viết.,simple,synthetic_template_v4,train
2638,complex_health,symptom_need,em bi dau_dau nen can com,Em bị đau đầu nên cần cơm.,complex,synthetic_template_v4,train
2639,generated_mix,time_activity,buoi_sang con_trai dang di_hoc,Buổi sáng con trai đang đi học.,medium,synthetic_template_v4,train
2640,generated_mix,time_activity,buoi_chieu nguoi_khiem_thinh dang tam,Buổi chiều người khiếm thính đang tắm.,medium,synthetic_template_v4,train
2641,generated_mix,time_activity,chu_nhat bo dang rua_tay,Chủ nhật bố đang rửa tay.,medium,synthetic_template_v4,train
2642,time_activity,time_doing,bay_gio toi doc_sach,Bây giờ tôi đọc sách.,medium,synthetic_template_v4,train
2643,generated_mix,time_activity,bay_gio con_trai dang noi,Bây giờ con trai đang nói.,medium,synthetic_template_v4,train
2644,complex_schedule,time_go_place,thu_hai anh se di sieu_thi,Thứ hai anh sẽ đi siêu thị.,complex,synthetic_template_v4,train
2645,location,at_place,anh o truong,Anh ở trường.,simple,synthetic_template_v4,train
2646,complex_health,symptom_need,me bi dau_lung nen can giup_do,Mẹ bị đau lưng nên cần giúp đỡ.,complex,synthetic_template_v4,train
2647,quantity,need_quantity,anh can bay bun,Anh cần bảy bún.,medium,synthetic_template_v4,train
2648,generated_mix,time_activity,buoi_chieu con_gai dang choi,Buổi chiều con gái đang chơi.,medium,synthetic_template_v4,train
2649,generated_health,time_symptom,thang con_gai bi met,Tháng con gái bị mệt.,medium,synthetic_template_v4,train
2650,generated_mix,time_activity,toi_nay me dang rua_tay,Tối nay mẹ đang rửa tay.,medium,synthetic_template_v4,train
2651,food_drink,need_food,anh can pho,Anh cần phở.,simple,synthetic_template_v4,train
2652,generated_mix,want_need_like,thay_giao muon com,Thầy giáo muốn cơm.,simple,synthetic_template_v4,train
2653,generated_mix,time_activity,buoi_trua toi dang mua_sam,Buổi trưa tôi đang mua sắm.,medium,synthetic_template_v4,train
2654,generated_mix,place,anh den giuong,Anh đến giường.,simple,synthetic_template_v4,train
2655,time_activity,time_doing,ngay_mai me lam_bai_tap,Ngày mai mẹ làm bài tập.,medium,synthetic_template_v4,train
2656,generated_mix,time_activity,buoi_chieu em dang hoc_bai,Buổi chiều em đang học bài.,medium,synthetic_template_v4,train
2657,generated_health,time_symptom,ngay_mai ong bi buon_non,Ngày mai ông bị buồn nôn.,medium,synthetic_template_v4,train
2658,health,feel_symptom,ba cam_thay met,Bà cảm thấy mệt.,simple,synthetic_template_v4,train
2659,generated_mix,want_need_like,thay_giao thich quan,Thầy giáo thích quần.,simple,synthetic_template_v4,train
2660,generated_mix,time_activity,thang anh dang uong,Tháng anh đang uống.,medium,synthetic_template_v4,train
2661,shopping,buy,ong muon mua ao,Ông muốn mua áo.,simple,synthetic_template_v4,train
2662,generated_mix,time_activity,bay_gio ong dang nau_an,Bây giờ ông đang nấu ăn.,medium,synthetic_template_v4,train
2663,generated_family,help_someone,y_ta can goi_bac_si,Y tá cần gọi bác sĩ.,medium,synthetic_template_v4,train
2664,generated_health,time_symptom,thu_bay con_gai bi sot,Thứ bảy con gái bị sốt.,medium,synthetic_template_v4,train
2665,time_activity,time_doing,bay_gio me lam_bai_tap,Bây giờ mẹ làm bài tập.,medium,synthetic_template_v4,train
2666,generated_health,time_symptom,thu_nam thay_giao bi ho,Thứ năm thầy giáo bị ho.,medium,synthetic_template_v4,train
2667,time_activity,time_doing,thu_sau me nghi,Thứ sáu mẹ nghỉ.,medium,synthetic_template_v4,train
2668,shopping,buy,anh muon mua tivi,Anh muốn mua ti vi.,simple,synthetic_template_v4,train
2669,transport,want_transport,ban muon di xe_dap,Bạn muốn đi xe đạp.,simple,synthetic_template_v4,train
2670,generated_mix,time_activity,thu_nam me dang choi,Thứ năm mẹ đang chơi.,medium,synthetic_template_v4,train
2671,complex_health,symptom_need,chi bi chong_mat nen can goi_y_ta,Chị bị chóng mặt nên cần gọi y tá.,complex,synthetic_template_v4,train
2672,generated_mix,time_activity,bay_gio benh_nhan dang di_cho,Bây giờ bệnh nhân đang đi chợ.,medium,synthetic_template_v4,train
2673,generated_health,time_symptom,mua_dong co_giao bi sot,Mùa đông cô giáo bị sốt.,medium,synthetic_template_v4,train
2674,description,object_adj,ban kho,Bàn khó.,simple,synthetic_template_v4,train
2675,description,object_adj,ao kho_rao,Áo khô ráo.,simple,synthetic_template_v4,train
2676,generated_mix,want_need_like,me thich tivi,Mẹ thích ti vi.,simple,synthetic_template_v4,train
2677,generated_mix,want_need_like,nguoi_khiem_thinh thich rau,Người khiếm thính thích rau.,simple,synthetic_template_v4,train
2678,generated_mix,time_activity,nam co dang tam,Năm cô đang tắm.,medium,synthetic_template_v4,train
2679,location,at_place,anh o ghe,Anh ở ghế.,simple,synthetic_template_v4,train
2680,generated_question,question,bo can cua khong,Bố có cần cửa không?,medium,synthetic_template_v4,train
2681,quantity,want_quantity,bo muon mot_tram vo,Bố muốn một trăm vở.,medium,synthetic_template_v4,train
2682,quantity,need_quantity,chi can mot chao,Chị cần một cháo.,medium,synthetic_template_v4,train
2683,generated_mix,time_activity,thu_nam co_giao dang choi,Thứ năm cô giáo đang chơi.,medium,synthetic_template_v4,train
2684,quantity,want_quantity,bo muon hai nuoc,Bố muốn hai nước.,medium,synthetic_template_v4,train
2685,quantity,need_quantity,anh can sau banh_mi,Anh cần sáu bánh mì.,medium,synthetic_template_v4,train
2686,time_activity,time_doing,bay_gio toi xem,Bây giờ tôi xem.,medium,synthetic_template_v4,train
2687,generated_mix,time_activity,thu_hai bo dang nghi,Thứ hai bố đang nghỉ.,medium,synthetic_template_v4,train
2688,generated_health,time_symptom,mua_he ong bi dau_lung,Mùa hè ông bị đau lưng.,medium,synthetic_template_v4,train
2689,generated_mix,time_activity,ngay_mai con_trai dang uong,Ngày mai con trai đang uống.,medium,synthetic_template_v4,train
2690,generated_health,time_symptom,thu_sau chung_toi bi buon_non,Thứ sáu chúng tôi bị buồn nôn.,medium,synthetic_template_v4,train
2691,generated_mix,time_activity,mua_dong thay_giao dang noi,Mùa đông thầy giáo đang nói.,medium,synthetic_template_v4,train
2692,generated_health,time_symptom,chu_nhat me bi dau_dau,Chủ nhật mẹ bị đau đầu.,medium,synthetic_template_v4,train
2693,quantity,want_quantity,toi muon mot com,Tôi muốn một cơm.,medium,synthetic_template_v4,train
2694,generated_mix,time_activity,thu_ba anh dang lam_bai_tap,Thứ ba anh đang làm bài tập.,medium,synthetic_template_v4,train
2695,generated_health,time_symptom,thu_hai toi bi dau,Thứ hai tôi bị đau.,medium,synthetic_template_v4,train
2696,generated_mix,time_activity,toi_nay ong dang chay,Tối nay ông đang chạy.,medium,synthetic_template_v4,train
2697,quantity,need_quantity,toi can chin vo,Tôi cần chín vở.,medium,synthetic_template_v4,train
2698,generated_question,question,ong can sua khong,Ông có cần sữa không?,medium,synthetic_template_v4,train
2699,food_drink,dislike_food,chi khong_thich trai_cay,Chị không thích trái cây.,medium,synthetic_template_v4,train
2700,education,need_learning_object,ong can ban_phim,Ông cần bàn phím.,simple,synthetic_template_v4,train
2701,family,person_location,gia_dinh o truong,Gia đình ở trường.,simple,synthetic_template_v4,train
2702,generated_mix,time_activity,toi_nay benh_nhan dang rua_tay,Tối nay bệnh nhân đang rửa tay.,medium,synthetic_template_v4,train
2703,generated_health,time_symptom,mua_he ban bi dau_bung,Mùa hè bạn bị đau bụng.,medium,synthetic_template_v4,train
2704,generated_health,time_symptom,buoi_chieu chi bi kho_tho,Buổi chiều chị bị khó thở.,medium,synthetic_template_v4,train
2705,location,want_go_place,chi muon di giuong,Chị muốn đi giường.,medium,synthetic_template_v4,train
2706,confirmation,already_done,anh da giat_do,Anh đã giặt đồ.,simple,synthetic_template_v4,train
2707,generated_mix,time_activity,buoi_toi me dang di_cho,Buổi tối mẹ đang đi chợ.,medium,synthetic_template_v4,train
2708,object_action,want_object,co muon noi_com_dien,Cô muốn nồi cơm điện.,simple,synthetic_template_v4,train
2709,generated_health,time_symptom,buoi_trua ba bi di_ung,Buổi trưa bà bị dị ứng.,medium,synthetic_template_v4,train
2710,generated_question,question,ba can banh_mi khong,Bà có cần bánh mì không?,medium,synthetic_template_v4,train
2711,generated_mix,place,con_trai o ban,Con trai ở bàn.,simple,synthetic_template_v4,train
2712,generated_mix,time_activity,thu_ba con_trai dang an,Thứ ba con trai đang ăn.,medium,synthetic_template_v4,train
2713,generated_health,time_symptom,thu_sau con_gai bi dau_chan,Thứ sáu con gái bị đau chân.,medium,synthetic_template_v4,train
2714,generated_mix,time_activity,hom_nay toi dang xem,Hôm nay tôi đang xem.,medium,synthetic_template_v4,train
2715,negation,not_do,ong khong ngu,Ông không ngủ.,simple,synthetic_template_v4,train
2716,time_activity,time_doing,thu_tu me noi,Thứ tư mẹ nói.,medium,synthetic_template_v4,train
2717,generated_health,time_symptom,hom_nay ong bi dau_bung,Hôm nay ông bị đau bụng.,medium,synthetic_template_v4,train
2718,health,feel_symptom,anh cam_thay dau_hong,Anh cảm thấy đau họng.,simple,synthetic_template_v4,train
2719,time_activity,time_doing,thu_nam bo lam_bai_tap,Thứ năm bố làm bài tập.,medium,synthetic_template_v4,train
2720,generated_mix,want_need_like,thay_giao thich mu,Thầy giáo thích mũ.,simple,synthetic_template_v4,train
2721,generated_mix,time_activity,thu_hai benh_nhan dang doc_sach,Thứ hai bệnh nhân đang đọc sách.,medium,synthetic_template_v4,train
2722,generated_health,time_symptom,thang co_giao bi dau_chan,Tháng cô giáo bị đau chân.,medium,synthetic_template_v4,train
2723,quantity,need_quantity,anh can tam chao,Anh cần tám cháo.,medium,synthetic_template_v4,train
2724,complex_need,want_food_place,ban muon sua o benh_vien,Bạn muốn sữa ở bệnh viện.,complex,synthetic_template_v4,train
2725,location,go_to_place,chi di sieu_thi,Chị đi siêu thị.,simple,synthetic_template_v4,train
2726,generated_health,time_symptom,toi_nay co bi dau_tay,Tối nay cô bị đau tay.,medium,synthetic_template_v4,train
2727,generated_mix,time_activity,mua_dong thay_giao dang chay,Mùa đông thầy giáo đang chạy.,medium,synthetic_template_v4,train
2728,object_action,want_object,ong muon vo,Ông muốn vở.,simple,synthetic_template_v4,train
2729,health,feel_symptom,anh cam_thay bi_thuong,Anh cảm thấy bị thương.,simple,synthetic_template_v4,train
2730,generated_health,time_symptom,hom_nay thay_giao bi dau_hong,Hôm nay thầy giáo bị đau họng.,medium,synthetic_template_v4,train
2731,generated_mix,time_activity,thu_sau toi dang xem,Thứ sáu tôi đang xem.,medium,synthetic_template_v4,train
2732,generated_health,time_symptom,thu_hai co bi cam_lanh,Thứ hai cô bị cảm lạnh.,medium,synthetic_template_v4,train
2733,generated_question,question,ong can di_nha_ve_sinh khong,Ông có cần đi nhà vệ sinh không?,medium,synthetic_template_v4,train
2734,location,at_place,me o ghe,Mẹ ở ghế.,simple,synthetic_template_v4,train
2735,complex_health,symptom_need,ong bi dau_tay nen can thuc_an,Ông bị đau tay nên cần thức ăn.,complex,synthetic_template_v4,train
2736,transport,go_by_transport,bo di xe_may,Bố đi xe máy.,simple,synthetic_template_v4,train
2737,generated_mix,time_activity,thu_ba benh_nhan dang lam_bai_tap,Thứ ba bệnh nhân đang làm bài tập.,medium,synthetic_template_v4,train
2738,generated_mix,time_activity,thu_ba con_trai dang lam_viec,Thứ ba con trai đang làm việc.,medium,synthetic_template_v4,train
2739,generated_health,time_symptom,thu_nam con_gai bi chong_mat,Thứ năm con gái bị chóng mặt.,medium,synthetic_template_v4,train
2740,need,need,ong can dia_chi,Ông cần địa chỉ.,simple,synthetic_template_v4,train
2741,generated_health,time_symptom,mua_dong chi bi dau_tay,Mùa đông chị bị đau tay.,medium,synthetic_template_v4,train
2742,generated_mix,time_activity,nam ong dang nghe,Năm ông đang nghe.,medium,synthetic_template_v4,train
